Rainfall, Year, Month, Country, ISO3
11.7908,1901, Jan, Mexico, MEX
34.2592,1901, Feb, Mexico, MEX
6.69704,1901, Mar, Mexico, MEX
11.4709,1901, Apr, Mexico, MEX
24.4775,1901, May, Mexico, MEX
64.7816,1901, Jun, Mexico, MEX
150.542,1901, Jul, Mexico, MEX
134.635,1901, Aug, Mexico, MEX
136.395,1901, Sep, Mexico, MEX
47.6962,1901, Oct, Mexico, MEX
24.5388,1901, Nov, Mexico, MEX
8.80012,1901, Dec, Mexico, MEX
22.5038,1902, Jan, Mexico, MEX
6.09607,1902, Feb, Mexico, MEX
4.62796,1902, Mar, Mexico, MEX
9.24681,1902, Apr, Mexico, MEX
32.3214,1902, May, Mexico, MEX
75.806,1902, Jun, Mexico, MEX
131.667,1902, Jul, Mexico, MEX
90.7668,1902, Aug, Mexico, MEX
118.416,1902, Sep, Mexico, MEX
64.7864,1902, Oct, Mexico, MEX
26.9084,1902, Nov, Mexico, MEX
32.3553,1902, Dec, Mexico, MEX
21.4599,1903, Jan, Mexico, MEX
19.5343,1903, Feb, Mexico, MEX
18.4715,1903, Mar, Mexico, MEX
12.3215,1903, Apr, Mexico, MEX
22.0758,1903, May, Mexico, MEX
131.748,1903, Jun, Mexico, MEX
94.7304,1903, Jul, Mexico, MEX
144.293,1903, Aug, Mexico, MEX
131.095,1903, Sep, Mexico, MEX
47.9985,1903, Oct, Mexico, MEX
12.0927,1903, Nov, Mexico, MEX
8.70131,1903, Dec, Mexico, MEX
6.58713,1904, Jan, Mexico, MEX
7.81254,1904, Feb, Mexico, MEX
14.6309,1904, Mar, Mexico, MEX
21.8934,1904, Apr, Mexico, MEX
64.594,1904, May, Mexico, MEX
93.9635,1904, Jun, Mexico, MEX
127.422,1904, Jul, Mexico, MEX
104.888,1904, Aug, Mexico, MEX
120.645,1904, Sep, Mexico, MEX
87.818,1904, Oct, Mexico, MEX
40.0042,1904, Nov, Mexico, MEX
32.8125,1904, Dec, Mexico, MEX
23.5117,1905, Jan, Mexico, MEX
38.5286,1905, Feb, Mexico, MEX
26.6979,1905, Mar, Mexico, MEX
16.3015,1905, Apr, Mexico, MEX
26.7693,1905, May, Mexico, MEX
113.442,1905, Jun, Mexico, MEX
113.421,1905, Jul, Mexico, MEX
122.927,1905, Aug, Mexico, MEX
139.977,1905, Sep, Mexico, MEX
45.068,1905, Oct, Mexico, MEX
50.2613,1905, Nov, Mexico, MEX
63.8942,1905, Dec, Mexico, MEX
19.6733,1906, Jan, Mexico, MEX
38.0102,1906, Feb, Mexico, MEX
22.1814,1906, Mar, Mexico, MEX
24.2093,1906, Apr, Mexico, MEX
26.0159,1906, May, Mexico, MEX
55.8986,1906, Jun, Mexico, MEX
124.775,1906, Jul, Mexico, MEX
154.2,1906, Aug, Mexico, MEX
137.766,1906, Sep, Mexico, MEX
70.2243,1906, Oct, Mexico, MEX
42.752,1906, Nov, Mexico, MEX
29.5378,1906, Dec, Mexico, MEX
18.1351,1907, Jan, Mexico, MEX
17.2863,1907, Feb, Mexico, MEX
3.7165,1907, Mar, Mexico, MEX
14.8125,1907, Apr, Mexico, MEX
49.5049,1907, May, Mexico, MEX
66.5706,1907, Jun, Mexico, MEX
124.166,1907, Jul, Mexico, MEX
135.392,1907, Aug, Mexico, MEX
88.2836,1907, Sep, Mexico, MEX
85.5327,1907, Oct, Mexico, MEX
61.933,1907, Nov, Mexico, MEX
22.6203,1907, Dec, Mexico, MEX
16.5544,1908, Jan, Mexico, MEX
20.3734,1908, Feb, Mexico, MEX
8.38866,1908, Mar, Mexico, MEX
23.6529,1908, Apr, Mexico, MEX
51.193,1908, May, Mexico, MEX
70.1688,1908, Jun, Mexico, MEX
145.658,1908, Jul, Mexico, MEX
129.243,1908, Aug, Mexico, MEX
114.936,1908, Sep, Mexico, MEX
34.5413,1908, Oct, Mexico, MEX
18.6826,1908, Nov, Mexico, MEX
18.4516,1908, Dec, Mexico, MEX
6.95642,1909, Jan, Mexico, MEX
7.68736,1909, Feb, Mexico, MEX
15.9362,1909, Mar, Mexico, MEX
16.8226,1909, Apr, Mexico, MEX
20.4491,1909, May, Mexico, MEX
89.816,1909, Jun, Mexico, MEX
127.523,1909, Jul, Mexico, MEX
148.602,1909, Aug, Mexico, MEX
81.294,1909, Sep, Mexico, MEX
38.5318,1909, Oct, Mexico, MEX
7.81426,1909, Nov, Mexico, MEX
36.7956,1909, Dec, Mexico, MEX
13.2861,1910, Jan, Mexico, MEX
9.75758,1910, Feb, Mexico, MEX
14.3131,1910, Mar, Mexico, MEX
8.55658,1910, Apr, Mexico, MEX
32.685,1910, May, Mexico, MEX
101.35,1910, Jun, Mexico, MEX
112.526,1910, Jul, Mexico, MEX
120.841,1910, Aug, Mexico, MEX
102.891,1910, Sep, Mexico, MEX
94.9834,1910, Oct, Mexico, MEX
13.9728,1910, Nov, Mexico, MEX
10.616,1910, Dec, Mexico, MEX
19.0165,1911, Jan, Mexico, MEX
23.6141,1911, Feb, Mexico, MEX
17.8673,1911, Mar, Mexico, MEX
20.4986,1911, Apr, Mexico, MEX
48.2235,1911, May, Mexico, MEX
58.3975,1911, Jun, Mexico, MEX
133.907,1911, Jul, Mexico, MEX
87.5162,1911, Aug, Mexico, MEX
74.6109,1911, Sep, Mexico, MEX
99.6352,1911, Oct, Mexico, MEX
48.9278,1911, Nov, Mexico, MEX
21.5242,1911, Dec, Mexico, MEX
29.1415,1912, Jan, Mexico, MEX
23.169,1912, Feb, Mexico, MEX
15.9687,1912, Mar, Mexico, MEX
8.77772,1912, Apr, Mexico, MEX
34.0247,1912, May, Mexico, MEX
140.388,1912, Jun, Mexico, MEX
89.8055,1912, Jul, Mexico, MEX
105.304,1912, Aug, Mexico, MEX
102.473,1912, Sep, Mexico, MEX
94.6762,1912, Oct, Mexico, MEX
13.4624,1912, Nov, Mexico, MEX
17.2607,1912, Dec, Mexico, MEX
25.2118,1913, Jan, Mexico, MEX
18.672,1913, Feb, Mexico, MEX
22.5943,1913, Mar, Mexico, MEX
32.817,1913, Apr, Mexico, MEX
53.6223,1913, May, Mexico, MEX
158.812,1913, Jun, Mexico, MEX
113.793,1913, Jul, Mexico, MEX
68.0682,1913, Aug, Mexico, MEX
186.132,1913, Sep, Mexico, MEX
36.2244,1913, Oct, Mexico, MEX
38.6698,1913, Nov, Mexico, MEX
31.5218,1913, Dec, Mexico, MEX
18.944,1914, Jan, Mexico, MEX
9.65275,1914, Feb, Mexico, MEX
10.1653,1914, Mar, Mexico, MEX
27.6951,1914, Apr, Mexico, MEX
104.597,1914, May, Mexico, MEX
92.5771,1914, Jun, Mexico, MEX
83.2858,1914, Jul, Mexico, MEX
106.032,1914, Aug, Mexico, MEX
98.3552,1914, Sep, Mexico, MEX
99.0001,1914, Oct, Mexico, MEX
32.7338,1914, Nov, Mexico, MEX
42.3105,1914, Dec, Mexico, MEX
35.5478,1915, Jan, Mexico, MEX
14.006,1915, Feb, Mexico, MEX
25.7231,1915, Mar, Mexico, MEX
14.439,1915, Apr, Mexico, MEX
27.997,1915, May, Mexico, MEX
60.7744,1915, Jun, Mexico, MEX
124.178,1915, Jul, Mexico, MEX
95.0201,1915, Aug, Mexico, MEX
140.182,1915, Sep, Mexico, MEX
45.76,1915, Oct, Mexico, MEX
14.839,1915, Nov, Mexico, MEX
23.3777,1915, Dec, Mexico, MEX
28.703,1916, Jan, Mexico, MEX
12.3937,1916, Feb, Mexico, MEX
11.8697,1916, Mar, Mexico, MEX
15.3285,1916, Apr, Mexico, MEX
35.0346,1916, May, Mexico, MEX
69.9253,1916, Jun, Mexico, MEX
132.025,1916, Jul, Mexico, MEX
172.705,1916, Aug, Mexico, MEX
135.829,1916, Sep, Mexico, MEX
62.251,1916, Oct, Mexico, MEX
32.622,1916, Nov, Mexico, MEX
13.773,1916, Dec, Mexico, MEX
19.1218,1917, Jan, Mexico, MEX
21.5405,1917, Feb, Mexico, MEX
8.56549,1917, Mar, Mexico, MEX
8.89093,1917, Apr, Mexico, MEX
20.1249,1917, May, Mexico, MEX
41.7939,1917, Jun, Mexico, MEX
134.396,1917, Jul, Mexico, MEX
92.0777,1917, Aug, Mexico, MEX
81.6116,1917, Sep, Mexico, MEX
36.1254,1917, Oct, Mexico, MEX
21.6909,1917, Nov, Mexico, MEX
5.93054,1917, Dec, Mexico, MEX
22.1912,1918, Jan, Mexico, MEX
9.1823,1918, Feb, Mexico, MEX
20.8563,1918, Mar, Mexico, MEX
10.354,1918, Apr, Mexico, MEX
27.1973,1918, May, Mexico, MEX
93.3942,1918, Jun, Mexico, MEX
86.9855,1918, Jul, Mexico, MEX
124.64,1918, Aug, Mexico, MEX
92.7767,1918, Sep, Mexico, MEX
114.717,1918, Oct, Mexico, MEX
23.5494,1918, Nov, Mexico, MEX
29.6636,1918, Dec, Mexico, MEX
24.2004,1919, Jan, Mexico, MEX
12.651,1919, Feb, Mexico, MEX
16.9894,1919, Mar, Mexico, MEX
21.927,1919, Apr, Mexico, MEX
24.7426,1919, May, Mexico, MEX
104.685,1919, Jun, Mexico, MEX
173.098,1919, Jul, Mexico, MEX
103.531,1919, Aug, Mexico, MEX
175.882,1919, Sep, Mexico, MEX
139.234,1919, Oct, Mexico, MEX
57.2842,1919, Nov, Mexico, MEX
17.0891,1919, Dec, Mexico, MEX
27.8863,1920, Jan, Mexico, MEX
9.3305,1920, Feb, Mexico, MEX
6.03066,1920, Mar, Mexico, MEX
16.0283,1920, Apr, Mexico, MEX
50.497,1920, May, Mexico, MEX
103.895,1920, Jun, Mexico, MEX
83.798,1920, Jul, Mexico, MEX
121.982,1920, Aug, Mexico, MEX
76.4843,1920, Sep, Mexico, MEX
35.6099,1920, Oct, Mexico, MEX
19.5468,1920, Nov, Mexico, MEX
20.2113,1920, Dec, Mexico, MEX
4.0366,1921, Jan, Mexico, MEX
10.9948,1921, Feb, Mexico, MEX
7.19388,1921, Mar, Mexico, MEX
25.6129,1921, Apr, Mexico, MEX
37.5141,1921, May, Mexico, MEX
71.9063,1921, Jun, Mexico, MEX
134.441,1921, Jul, Mexico, MEX
99.3509,1921, Aug, Mexico, MEX
123.274,1921, Sep, Mexico, MEX
116.128,1921, Oct, Mexico, MEX
26.807,1921, Nov, Mexico, MEX
19.9509,1921, Dec, Mexico, MEX
10.4085,1922, Jan, Mexico, MEX
11.6014,1922, Feb, Mexico, MEX
13.4594,1922, Mar, Mexico, MEX
13.0495,1922, Apr, Mexico, MEX
29.3776,1922, May, Mexico, MEX
114.233,1922, Jun, Mexico, MEX
117.397,1922, Jul, Mexico, MEX
88.8643,1922, Aug, Mexico, MEX
162.148,1922, Sep, Mexico, MEX
83.0359,1922, Oct, Mexico, MEX
37.6599,1922, Nov, Mexico, MEX
10.091,1922, Dec, Mexico, MEX
10.4421,1923, Jan, Mexico, MEX
28.2423,1923, Feb, Mexico, MEX
27.578,1923, Mar, Mexico, MEX
9.32491,1923, Apr, Mexico, MEX
21.0259,1923, May, Mexico, MEX
99.0504,1923, Jun, Mexico, MEX
105.337,1923, Jul, Mexico, MEX
114.157,1923, Aug, Mexico, MEX
117.472,1923, Sep, Mexico, MEX
78.1164,1923, Oct, Mexico, MEX
41.8573,1923, Nov, Mexico, MEX
48.2655,1923, Dec, Mexico, MEX
19.3145,1924, Jan, Mexico, MEX
13.0755,1924, Feb, Mexico, MEX
9.01419,1924, Mar, Mexico, MEX
8.8119,1924, Apr, Mexico, MEX
53.3005,1924, May, Mexico, MEX
111.746,1924, Jun, Mexico, MEX
111.244,1924, Jul, Mexico, MEX
111.062,1924, Aug, Mexico, MEX
147.547,1924, Sep, Mexico, MEX
42.2644,1924, Oct, Mexico, MEX
8.29973,1924, Nov, Mexico, MEX
30.6979,1924, Dec, Mexico, MEX
28.1102,1925, Jan, Mexico, MEX
8.62444,1925, Feb, Mexico, MEX
16.5584,1925, Mar, Mexico, MEX
16.0938,1925, Apr, Mexico, MEX
44.0116,1925, May, Mexico, MEX
123.607,1925, Jun, Mexico, MEX
117.94,1925, Jul, Mexico, MEX
100.821,1925, Aug, Mexico, MEX
153.153,1925, Sep, Mexico, MEX
88.4907,1925, Oct, Mexico, MEX
46.095,1925, Nov, Mexico, MEX
70.3438,1925, Dec, Mexico, MEX
27.4981,1926, Jan, Mexico, MEX
5.9603,1926, Feb, Mexico, MEX
15.4215,1926, Mar, Mexico, MEX
21.3728,1926, Apr, Mexico, MEX
31.7006,1926, May, Mexico, MEX
112.203,1926, Jun, Mexico, MEX
148.581,1926, Jul, Mexico, MEX
123.606,1926, Aug, Mexico, MEX
128.795,1926, Sep, Mexico, MEX
98.7499,1926, Oct, Mexico, MEX
18.5704,1926, Nov, Mexico, MEX
26.8437,1926, Dec, Mexico, MEX
7.62126,1927, Jan, Mexico, MEX
25.3857,1927, Feb, Mexico, MEX
8.35655,1927, Mar, Mexico, MEX
19.4226,1927, Apr, Mexico, MEX
37.7606,1927, May, Mexico, MEX
134.279,1927, Jun, Mexico, MEX
119.798,1927, Jul, Mexico, MEX
96.6752,1927, Aug, Mexico, MEX
155.469,1927, Sep, Mexico, MEX
69.4191,1927, Oct, Mexico, MEX
20.1652,1927, Nov, Mexico, MEX
41.6927,1927, Dec, Mexico, MEX
29.057,1928, Jan, Mexico, MEX
20.3283,1928, Feb, Mexico, MEX
13.403,1928, Mar, Mexico, MEX
6.87871,1928, Apr, Mexico, MEX
40.9971,1928, May, Mexico, MEX
68.1513,1928, Jun, Mexico, MEX
122.991,1928, Jul, Mexico, MEX
112.56,1928, Aug, Mexico, MEX
158.512,1928, Sep, Mexico, MEX
59.4591,1928, Oct, Mexico, MEX
37.4094,1928, Nov, Mexico, MEX
21.6344,1928, Dec, Mexico, MEX
15.7041,1929, Jan, Mexico, MEX
3.20661,1929, Feb, Mexico, MEX
6.87033,1929, Mar, Mexico, MEX
4.62341,1929, Apr, Mexico, MEX
49.4753,1929, May, Mexico, MEX
83.4962,1929, Jun, Mexico, MEX
137.646,1929, Jul, Mexico, MEX
111.173,1929, Aug, Mexico, MEX
135.896,1929, Sep, Mexico, MEX
48.2809,1929, Oct, Mexico, MEX
42.3097,1929, Nov, Mexico, MEX
22.5644,1929, Dec, Mexico, MEX
22.9674,1930, Jan, Mexico, MEX
21.138,1930, Feb, Mexico, MEX
16.9914,1930, Mar, Mexico, MEX
15.3735,1930, Apr, Mexico, MEX
75.0079,1930, May, Mexico, MEX
110.716,1930, Jun, Mexico, MEX
116.078,1930, Jul, Mexico, MEX
89.6862,1930, Aug, Mexico, MEX
69.2624,1930, Sep, Mexico, MEX
136.28,1930, Oct, Mexico, MEX
43.6641,1930, Nov, Mexico, MEX
35.4551,1930, Dec, Mexico, MEX
45.622,1931, Jan, Mexico, MEX
35.6754,1931, Feb, Mexico, MEX
5.7121,1931, Mar, Mexico, MEX
13.8653,1931, Apr, Mexico, MEX
45.3749,1931, May, Mexico, MEX
102.181,1931, Jun, Mexico, MEX
193.749,1931, Jul, Mexico, MEX
124.037,1931, Aug, Mexico, MEX
119.563,1931, Sep, Mexico, MEX
56.6093,1931, Oct, Mexico, MEX
16.1401,1931, Nov, Mexico, MEX
47.6588,1931, Dec, Mexico, MEX
25.1502,1932, Jan, Mexico, MEX
22.1842,1932, Feb, Mexico, MEX
11.7249,1932, Mar, Mexico, MEX
11.2532,1932, Apr, Mexico, MEX
26.4755,1932, May, Mexico, MEX
91.9319,1932, Jun, Mexico, MEX
139.243,1932, Jul, Mexico, MEX
137.358,1932, Aug, Mexico, MEX
147.719,1932, Sep, Mexico, MEX
110.387,1932, Oct, Mexico, MEX
15.5278,1932, Nov, Mexico, MEX
42.4889,1932, Dec, Mexico, MEX
22.7957,1933, Jan, Mexico, MEX
18.1932,1933, Feb, Mexico, MEX
4.24662,1933, Mar, Mexico, MEX
12.199,1933, Apr, Mexico, MEX
46.7201,1933, May, Mexico, MEX
77.428,1933, Jun, Mexico, MEX
139.629,1933, Jul, Mexico, MEX
182.067,1933, Aug, Mexico, MEX
203.214,1933, Sep, Mexico, MEX
54.5889,1933, Oct, Mexico, MEX
16.5057,1933, Nov, Mexico, MEX
11.0269,1933, Dec, Mexico, MEX
18.5027,1934, Jan, Mexico, MEX
15.3259,1934, Feb, Mexico, MEX
17.7983,1934, Mar, Mexico, MEX
22.2484,1934, Apr, Mexico, MEX
63.3902,1934, May, Mexico, MEX
65.7352,1934, Jun, Mexico, MEX
118.53,1934, Jul, Mexico, MEX
119.644,1934, Aug, Mexico, MEX
145.796,1934, Sep, Mexico, MEX
45.5485,1934, Oct, Mexico, MEX
11.6259,1934, Nov, Mexico, MEX
22.5725,1934, Dec, Mexico, MEX
26.807,1935, Jan, Mexico, MEX
26.2128,1935, Feb, Mexico, MEX
15.8824,1935, Mar, Mexico, MEX
12.9935,1935, Apr, Mexico, MEX
43.2759,1935, May, Mexico, MEX
128.596,1935, Jun, Mexico, MEX
130.629,1935, Jul, Mexico, MEX
134.073,1935, Aug, Mexico, MEX
152.721,1935, Sep, Mexico, MEX
57.274,1935, Oct, Mexico, MEX
14.5278,1935, Nov, Mexico, MEX
30.0869,1935, Dec, Mexico, MEX
13.1746,1936, Jan, Mexico, MEX
6.67308,1936, Feb, Mexico, MEX
10.8731,1936, Mar, Mexico, MEX
18.8085,1936, Apr, Mexico, MEX
50.4817,1936, May, Mexico, MEX
77.6875,1936, Jun, Mexico, MEX
168.603,1936, Jul, Mexico, MEX
127.136,1936, Aug, Mexico, MEX
164.169,1936, Sep, Mexico, MEX
65.2932,1936, Oct, Mexico, MEX
32.593,1936, Nov, Mexico, MEX
26.4263,1936, Dec, Mexico, MEX
38.5431,1937, Jan, Mexico, MEX
20.2279,1937, Feb, Mexico, MEX
14.2721,1937, Mar, Mexico, MEX
19.2283,1937, Apr, Mexico, MEX
63.2183,1937, May, Mexico, MEX
99.8288,1937, Jun, Mexico, MEX
142.612,1937, Jul, Mexico, MEX
108.039,1937, Aug, Mexico, MEX
136.341,1937, Sep, Mexico, MEX
62.994,1937, Oct, Mexico, MEX
7.35859,1937, Nov, Mexico, MEX
43.7531,1937, Dec, Mexico, MEX
16.7193,1938, Jan, Mexico, MEX
23.0034,1938, Feb, Mexico, MEX
12.7966,1938, Mar, Mexico, MEX
15.3156,1938, Apr, Mexico, MEX
40.3475,1938, May, Mexico, MEX
120.38,1938, Jun, Mexico, MEX
139.572,1938, Jul, Mexico, MEX
110.221,1938, Aug, Mexico, MEX
133.044,1938, Sep, Mexico, MEX
28.1301,1938, Oct, Mexico, MEX
29.2221,1938, Nov, Mexico, MEX
13.8254,1938, Dec, Mexico, MEX
21.3722,1939, Jan, Mexico, MEX
5.17116,1939, Feb, Mexico, MEX
6.22115,1939, Mar, Mexico, MEX
19.6793,1939, Apr, Mexico, MEX
37.4642,1939, May, Mexico, MEX
98.9227,1939, Jun, Mexico, MEX
97.4655,1939, Jul, Mexico, MEX
