Temperature, Year, Month, Country, ISO3
15.5146,1901, Jan, Mexico, MEX
15.3109,1901, Feb, Mexico, MEX
17.8516,1901, Mar, Mexico, MEX
19.6372,1901, Apr, Mexico, MEX
22.5504,1901, May, Mexico, MEX
24.0767,1901, Jun, Mexico, MEX
24.4898,1901, Jul, Mexico, MEX
24.5305,1901, Aug, Mexico, MEX
23.2971,1901, Sep, Mexico, MEX
21.4779,1901, Oct, Mexico, MEX
18.1392,1901, Nov, Mexico, MEX
14.3993,1901, Dec, Mexico, MEX
14.3253,1902, Jan, Mexico, MEX
15.1868,1902, Feb, Mexico, MEX
17.9136,1902, Mar, Mexico, MEX
21.8998,1902, Apr, Mexico, MEX
24.0894,1902, May, Mexico, MEX
25.5225,1902, Jun, Mexico, MEX
24.2573,1902, Jul, Mexico, MEX
24.5321,1902, Aug, Mexico, MEX
23.5101,1902, Sep, Mexico, MEX
21.1963,1902, Oct, Mexico, MEX
18.4311,1902, Nov, Mexico, MEX
15.2751,1902, Dec, Mexico, MEX
14.5826,1903, Jan, Mexico, MEX
14.6,1903, Feb, Mexico, MEX
17.0607,1903, Mar, Mexico, MEX
20.3622,1903, Apr, Mexico, MEX
22.0811,1903, May, Mexico, MEX
23.2944,1903, Jun, Mexico, MEX
24.3727,1903, Jul, Mexico, MEX
24.1827,1903, Aug, Mexico, MEX
22.6932,1903, Sep, Mexico, MEX
19.7466,1903, Oct, Mexico, MEX
17.2616,1903, Nov, Mexico, MEX
14.4167,1903, Dec, Mexico, MEX
13.736,1904, Jan, Mexico, MEX
17.2363,1904, Feb, Mexico, MEX
20.1314,1904, Mar, Mexico, MEX
21.3398,1904, Apr, Mexico, MEX
22.529,1904, May, Mexico, MEX
24.3545,1904, Jun, Mexico, MEX
23.6335,1904, Jul, Mexico, MEX
23.6111,1904, Aug, Mexico, MEX
22.7977,1904, Sep, Mexico, MEX
20.1757,1904, Oct, Mexico, MEX
16.6537,1904, Nov, Mexico, MEX
15.0281,1904, Dec, Mexico, MEX
14.6511,1905, Jan, Mexico, MEX
13.874,1905, Feb, Mexico, MEX
18.1493,1905, Mar, Mexico, MEX
19.9643,1905, Apr, Mexico, MEX
23.45,1905, May, Mexico, MEX
24.5996,1905, Jun, Mexico, MEX
24.2517,1905, Jul, Mexico, MEX
25.0267,1905, Aug, Mexico, MEX
23.6796,1905, Sep, Mexico, MEX
20.5344,1905, Oct, Mexico, MEX
17.7901,1905, Nov, Mexico, MEX
12.7096,1905, Dec, Mexico, MEX
14.0731,1906, Jan, Mexico, MEX
15.3207,1906, Feb, Mexico, MEX
17.3585,1906, Mar, Mexico, MEX
20.4584,1906, Apr, Mexico, MEX
23.0876,1906, May, Mexico, MEX
25.3566,1906, Jun, Mexico, MEX
24.2068,1906, Jul, Mexico, MEX
23.3459,1906, Aug, Mexico, MEX
23.2934,1906, Sep, Mexico, MEX
19.8662,1906, Oct, Mexico, MEX
17.0351,1906, Nov, Mexico, MEX
15.8311,1906, Dec, Mexico, MEX
16.7026,1907, Jan, Mexico, MEX
17.077,1907, Feb, Mexico, MEX
19.8893,1907, Mar, Mexico, MEX
20.7886,1907, Apr, Mexico, MEX
21.8617,1907, May, Mexico, MEX
24.3694,1907, Jun, Mexico, MEX
24.2837,1907, Jul, Mexico, MEX
24.3032,1907, Aug, Mexico, MEX
23.6874,1907, Sep, Mexico, MEX
20.9803,1907, Oct, Mexico, MEX
15.9368,1907, Nov, Mexico, MEX
15.5816,1907, Dec, Mexico, MEX
15.3672,1908, Jan, Mexico, MEX
15.7693,1908, Feb, Mexico, MEX
19.6333,1908, Mar, Mexico, MEX
21.4142,1908, Apr, Mexico, MEX
23.2604,1908, May, Mexico, MEX
25.2568,1908, Jun, Mexico, MEX
24.0724,1908, Jul, Mexico, MEX
24.0551,1908, Aug, Mexico, MEX
22.8414,1908, Sep, Mexico, MEX
19.6146,1908, Oct, Mexico, MEX
16.9598,1908, Nov, Mexico, MEX
15.2271,1908, Dec, Mexico, MEX
16.5565,1909, Jan, Mexico, MEX
16.1881,1909, Feb, Mexico, MEX
18.9875,1909, Mar, Mexico, MEX
20.6221,1909, Apr, Mexico, MEX
23.2676,1909, May, Mexico, MEX
24.9423,1909, Jun, Mexico, MEX
24.6124,1909, Jul, Mexico, MEX
24.2359,1909, Aug, Mexico, MEX
22.4692,1909, Sep, Mexico, MEX
20.5414,1909, Oct, Mexico, MEX
18.5758,1909, Nov, Mexico, MEX
12.9041,1909, Dec, Mexico, MEX
14.7735,1910, Jan, Mexico, MEX
14.5443,1910, Feb, Mexico, MEX
18.6585,1910, Mar, Mexico, MEX
20.3963,1910, Apr, Mexico, MEX
23.3557,1910, May, Mexico, MEX
24.5907,1910, Jun, Mexico, MEX
24.8204,1910, Jul, Mexico, MEX
24.7288,1910, Aug, Mexico, MEX
23.5446,1910, Sep, Mexico, MEX
20.0747,1910, Oct, Mexico, MEX
17.5688,1910, Nov, Mexico, MEX
14.9646,1910, Dec, Mexico, MEX
16.884,1911, Jan, Mexico, MEX
16.4651,1911, Feb, Mexico, MEX
19.1369,1911, Mar, Mexico, MEX
20.6559,1911, Apr, Mexico, MEX
22.0182,1911, May, Mexico, MEX
24.5897,1911, Jun, Mexico, MEX
23.6806,1911, Jul, Mexico, MEX
24.8337,1911, Aug, Mexico, MEX
24.4435,1911, Sep, Mexico, MEX
20.5515,1911, Oct, Mexico, MEX
15.9164,1911, Nov, Mexico, MEX
13.3668,1911, Dec, Mexico, MEX
14.4413,1912, Jan, Mexico, MEX
14.4343,1912, Feb, Mexico, MEX
16.778,1912, Mar, Mexico, MEX
20.2447,1912, Apr, Mexico, MEX
23.3784,1912, May, Mexico, MEX
23.3545,1912, Jun, Mexico, MEX
24.1073,1912, Jul, Mexico, MEX
24.6921,1912, Aug, Mexico, MEX
23.3745,1912, Sep, Mexico, MEX
20.523,1912, Oct, Mexico, MEX
15.8633,1912, Nov, Mexico, MEX
13.2534,1912, Dec, Mexico, MEX
14.1344,1913, Jan, Mexico, MEX
14.8896,1913, Feb, Mexico, MEX
16.88,1913, Mar, Mexico, MEX
19.3658,1913, Apr, Mexico, MEX
22.588,1913, May, Mexico, MEX
23.0421,1913, Jun, Mexico, MEX
24.1849,1913, Jul, Mexico, MEX
24.5513,1913, Aug, Mexico, MEX
22.1858,1913, Sep, Mexico, MEX
20.0292,1913, Oct, Mexico, MEX
18.7578,1913, Nov, Mexico, MEX
14.3803,1913, Dec, Mexico, MEX
16.6761,1914, Jan, Mexico, MEX
15.5997,1914, Feb, Mexico, MEX
16.7115,1914, Mar, Mexico, MEX
20.3606,1914, Apr, Mexico, MEX
22.7848,1914, May, Mexico, MEX
24.1633,1914, Jun, Mexico, MEX
24.5162,1914, Jul, Mexico, MEX
24.4217,1914, Aug, Mexico, MEX
23.4308,1914, Sep, Mexico, MEX
20.7907,1914, Oct, Mexico, MEX
17.3898,1914, Nov, Mexico, MEX
12.7294,1914, Dec, Mexico, MEX
13.6978,1915, Jan, Mexico, MEX
16.1637,1915, Feb, Mexico, MEX
14.3802,1915, Mar, Mexico, MEX
19.6303,1915, Apr, Mexico, MEX
23.0435,1915, May, Mexico, MEX
25.7532,1915, Jun, Mexico, MEX
25.2311,1915, Jul, Mexico, MEX
24.719,1915, Aug, Mexico, MEX
23.5409,1915, Sep, Mexico, MEX
21.2852,1915, Oct, Mexico, MEX
18.0854,1915, Nov, Mexico, MEX
15.923,1915, Dec, Mexico, MEX
17.4266,1916, Jan, Mexico, MEX
17.728,1916, Feb, Mexico, MEX
20.2616,1916, Mar, Mexico, MEX
20.6473,1916, Apr, Mexico, MEX
23.7964,1916, May, Mexico, MEX
26.0523,1916, Jun, Mexico, MEX
24.3018,1916, Jul, Mexico, MEX
23.5612,1916, Aug, Mexico, MEX
22.7301,1916, Sep, Mexico, MEX
20.4055,1916, Oct, Mexico, MEX
16.1919,1916, Nov, Mexico, MEX
14.7469,1916, Dec, Mexico, MEX
15.1701,1917, Jan, Mexico, MEX
16.4949,1917, Feb, Mexico, MEX
17.471,1917, Mar, Mexico, MEX
20.1397,1917, Apr, Mexico, MEX
21.8361,1917, May, Mexico, MEX
24.7874,1917, Jun, Mexico, MEX
24.9411,1917, Jul, Mexico, MEX
24.8628,1917, Aug, Mexico, MEX
23.2248,1917, Sep, Mexico, MEX
20.4716,1917, Oct, Mexico, MEX
18.0338,1917, Nov, Mexico, MEX
15.0529,1917, Dec, Mexico, MEX
13.5857,1918, Jan, Mexico, MEX
16.7616,1918, Feb, Mexico, MEX
18.7817,1918, Mar, Mexico, MEX
20.7822,1918, Apr, Mexico, MEX
22.5409,1918, May, Mexico, MEX
25.1036,1918, Jun, Mexico, MEX
24.7866,1918, Jul, Mexico, MEX
24.3213,1918, Aug, Mexico, MEX
22.9079,1918, Sep, Mexico, MEX
21.4264,1918, Oct, Mexico, MEX
16.2316,1918, Nov, Mexico, MEX
14.2151,1918, Dec, Mexico, MEX
12.6482,1919, Jan, Mexico, MEX
14.8304,1919, Feb, Mexico, MEX
16.9548,1919, Mar, Mexico, MEX
20.1075,1919, Apr, Mexico, MEX
22.8436,1919, May, Mexico, MEX
23.9523,1919, Jun, Mexico, MEX
23.4891,1919, Jul, Mexico, MEX
24.57,1919, Aug, Mexico, MEX
22.8615,1919, Sep, Mexico, MEX
21.2036,1919, Oct, Mexico, MEX
17.3758,1919, Nov, Mexico, MEX
14.845,1919, Dec, Mexico, MEX
13.9166,1920, Jan, Mexico, MEX
16.8003,1920, Feb, Mexico, MEX
17.1302,1920, Mar, Mexico, MEX
20.5299,1920, Apr, Mexico, MEX
23.073,1920, May, Mexico, MEX
23.6422,1920, Jun, Mexico, MEX
24.8391,1920, Jul, Mexico, MEX
24.0429,1920, Aug, Mexico, MEX
23.8153,1920, Sep, Mexico, MEX
20.4179,1920, Oct, Mexico, MEX
16.517,1920, Nov, Mexico, MEX
14.4792,1920, Dec, Mexico, MEX
15.3991,1921, Jan, Mexico, MEX
15.7491,1921, Feb, Mexico, MEX
18.9387,1921, Mar, Mexico, MEX
19.883,1921, Apr, Mexico, MEX
22.1918,1921, May, Mexico, MEX
24.5585,1921, Jun, Mexico, MEX
24.13,1921, Jul, Mexico, MEX
24.3818,1921, Aug, Mexico, MEX
24.0829,1921, Sep, Mexico, MEX
21.0613,1921, Oct, Mexico, MEX
18.3077,1921, Nov, Mexico, MEX
16.5203,1921, Dec, Mexico, MEX
14.1976,1922, Jan, Mexico, MEX
16.6208,1922, Feb, Mexico, MEX
17.1091,1922, Mar, Mexico, MEX
20.9719,1922, Apr, Mexico, MEX
23.688,1922, May, Mexico, MEX
24.4613,1922, Jun, Mexico, MEX
24.6551,1922, Jul, Mexico, MEX
24.8671,1922, Aug, Mexico, MEX
23.4148,1922, Sep, Mexico, MEX
20.5654,1922, Oct, Mexico, MEX
16.6053,1922, Nov, Mexico, MEX
16.3757,1922, Dec, Mexico, MEX
16.589,1923, Jan, Mexico, MEX
14.9537,1923, Feb, Mexico, MEX
16.6578,1923, Mar, Mexico, MEX
20.612,1923, Apr, Mexico, MEX
23.9824,1923, May, Mexico, MEX
24.7047,1923, Jun, Mexico, MEX
24.6,1923, Jul, Mexico, MEX
24.3754,1923, Aug, Mexico, MEX
23.34,1923, Sep, Mexico, MEX
19.7746,1923, Oct, Mexico, MEX
16.5321,1923, Nov, Mexico, MEX
14.779,1923, Dec, Mexico, MEX
13.5275,1924, Jan, Mexico, MEX
15.4679,1924, Feb, Mexico, MEX
16.8945,1924, Mar, Mexico, MEX
19.9685,1924, Apr, Mexico, MEX
22.3092,1924, May, Mexico, MEX
25.1941,1924, Jun, Mexico, MEX
24.5545,1924, Jul, Mexico, MEX
25.1979,1924, Aug, Mexico, MEX
23.0577,1924, Sep, Mexico, MEX
20.614,1924, Oct, Mexico, MEX
17.9275,1924, Nov, Mexico, MEX
13.9884,1924, Dec, Mexico, MEX
13.8061,1925, Jan, Mexico, MEX
17.1053,1925, Feb, Mexico, MEX
18.6719,1925, Mar, Mexico, MEX
21.4068,1925, Apr, Mexico, MEX
23.1103,1925, May, Mexico, MEX
24.3918,1925, Jun, Mexico, MEX
24.9408,1925, Jul, Mexico, MEX
24.2437,1925, Aug, Mexico, MEX
23.0552,1925, Sep, Mexico, MEX
20.4778,1925, Oct, Mexico, MEX
16.7824,1925, Nov, Mexico, MEX
13.3956,1925, Dec, Mexico, MEX
13.3159,1926, Jan, Mexico, MEX
17.0464,1926, Feb, Mexico, MEX
17.6432,1926, Mar, Mexico, MEX
19.7831,1926, Apr, Mexico, MEX
22.3689,1926, May, Mexico, MEX
24.785,1926, Jun, Mexico, MEX
24.327,1926, Jul, Mexico, MEX
24.6194,1926, Aug, Mexico, MEX
24.241,1926, Sep, Mexico, MEX
22.0716,1926, Oct, Mexico, MEX
16.8376,1926, Nov, Mexico, MEX
15.0318,1926, Dec, Mexico, MEX
15.6334,1927, Jan, Mexico, MEX
17.4633,1927, Feb, Mexico, MEX
17.8751,1927, Mar, Mexico, MEX
21.3693,1927, Apr, Mexico, MEX
24.7001,1927, May, Mexico, MEX
24.4061,1927, Jun, Mexico, MEX
24.3869,1927, Jul, Mexico, MEX
24.5425,1927, Aug, Mexico, MEX
23.5537,1927, Sep, Mexico, MEX
20.9231,1927, Oct, Mexico, MEX
19.1144,1927, Nov, Mexico, MEX
13.9282,1927, Dec, Mexico, MEX
14.6448,1928, Jan, Mexico, MEX
16.0512,1928, Feb, Mexico, MEX
19.0765,1928, Mar, Mexico, MEX
20.247,1928, Apr, Mexico, MEX
23.171,1928, May, Mexico, MEX
25.7479,1928, Jun, Mexico, MEX
24.9633,1928, Jul, Mexico, MEX
24.5549,1928, Aug, Mexico, MEX
23.0127,1928, Sep, Mexico, MEX
21.7484,1928, Oct, Mexico, MEX
16.8015,1928, Nov, Mexico, MEX
14.3388,1928, Dec, Mexico, MEX
15.0212,1929, Jan, Mexico, MEX
15.2883,1929, Feb, Mexico, MEX
18.0749,1929, Mar, Mexico, MEX
21.7072,1929, Apr, Mexico, MEX
23.1599,1929, May, Mexico, MEX
25.0493,1929, Jun, Mexico, MEX
24.3352,1929, Jul, Mexico, MEX
24.3046,1929, Aug, Mexico, MEX
23.5555,1929, Sep, Mexico, MEX
20.6837,1929, Oct, Mexico, MEX
15.9134,1929, Nov, Mexico, MEX
14.8528,1929, Dec, Mexico, MEX
13.8612,1930, Jan, Mexico, MEX
17.2213,1930, Feb, Mexico, MEX
17.1402,1930, Mar, Mexico, MEX
21.0719,1930, Apr, Mexico, MEX
22.6054,1930, May, Mexico, MEX
24.249,1930, Jun, Mexico, MEX
24.211,1930, Jul, Mexico, MEX
24.7268,1930, Aug, Mexico, MEX
24.2544,1930, Sep, Mexico, MEX
20.7569,1930, Oct, Mexico, MEX
16.5891,1930, Nov, Mexico, MEX
13.7567,1930, Dec, Mexico, MEX
13.9175,1931, Jan, Mexico, MEX
15.9312,1931, Feb, Mexico, MEX
16.7132,1931, Mar, Mexico, MEX
19.4859,1931, Apr, Mexico, MEX
22.333,1931, May, Mexico, MEX
24.5856,1931, Jun, Mexico, MEX
24.4733,1931, Jul, Mexico, MEX
23.972,1931, Aug, Mexico, MEX
24.2406,1931, Sep, Mexico, MEX
22.2328,1931, Oct, Mexico, MEX
17.9017,1931, Nov, Mexico, MEX
14.6979,1931, Dec, Mexico, MEX
14.7935,1932, Jan, Mexico, MEX
17.6555,1932, Feb, Mexico, MEX
16.7615,1932, Mar, Mexico, MEX
20.5953,1932, Apr, Mexico, MEX
22.9606,1932, May, Mexico, MEX
25.2043,1932, Jun, Mexico, MEX
24.8615,1932, Jul, Mexico, MEX
24.9449,1932, Aug, Mexico, MEX
23.13,1932, Sep, Mexico, MEX
20.4001,1932, Oct, Mexico, MEX
16.264,1932, Nov, Mexico, MEX
14.1876,1932, Dec, Mexico, MEX
15.3949,1933, Jan, Mexico, MEX
15.5517,1933, Feb, Mexico, MEX
18.66,1933, Mar, Mexico, MEX
20.714,1933, Apr, Mexico, MEX
23.7428,1933, May, Mexico, MEX
24.2939,1933, Jun, Mexico, MEX
25.1062,1933, Jul, Mexico, MEX
24.1346,1933, Aug, Mexico, MEX
23.8702,1933, Sep, Mexico, MEX
21.6775,1933, Oct, Mexico, MEX
17.7347,1933, Nov, Mexico, MEX
16.4775,1933, Dec, Mexico, MEX
14.7825,1934, Jan, Mexico, MEX
16.5199,1934, Feb, Mexico, MEX
18.1367,1934, Mar, Mexico, MEX
20.7851,1934, Apr, Mexico, MEX
23.2332,1934, May, Mexico, MEX
24.8015,1934, Jun, Mexico, MEX
24.7277,1934, Jul, Mexico, MEX
24.5511,1934, Aug, Mexico, MEX
23.6052,1934, Sep, Mexico, MEX
21.8633,1934, Oct, Mexico, MEX
18.3267,1934, Nov, Mexico, MEX
16.0983,1934, Dec, Mexico, MEX
15.864,1935, Jan, Mexico, MEX
15.2384,1935, Feb, Mexico, MEX
18.8471,1935, Mar, Mexico, MEX
21.3423,1935, Apr, Mexico, MEX
22.5781,1935, May, Mexico, MEX
24.389,1935, Jun, Mexico, MEX
24.4042,1935, Jul, Mexico, MEX
24.5261,1935, Aug, Mexico, MEX
22.915,1935, Sep, Mexico, MEX
21.3216,1935, Oct, Mexico, MEX
17.6225,1935, Nov, Mexico, MEX
14.8392,1935, Dec, Mexico, MEX
14.9847,1936, Jan, Mexico, MEX
16.4388,1936, Feb, Mexico, MEX
18.9558,1936, Mar, Mexico, MEX
20.5855,1936, Apr, Mexico, MEX
22.9716,1936, May, Mexico, MEX
25.3527,1936, Jun, Mexico, MEX
24.574,1936, Jul, Mexico, MEX
24.515,1936, Aug, Mexico, MEX
22.9597,1936, Sep, Mexico, MEX
20.2662,1936, Oct, Mexico, MEX
16.9227,1936, Nov, Mexico, MEX
15.5165,1936, Dec, Mexico, MEX
15.0323,1937, Jan, Mexico, MEX
16.3916,1937, Feb, Mexico, MEX
17.1715,1937, Mar, Mexico, MEX
20.9534,1937, Apr, Mexico, MEX
23.0732,1937, May, Mexico, MEX
24.8737,1937, Jun, Mexico, MEX
24.6626,1937, Jul, Mexico, MEX
25.1799,1937, Aug, Mexico, MEX
23.8082,1937, Sep, Mexico, MEX
21.5305,1937, Oct, Mexico, MEX
17.3989,1937, Nov, Mexico, MEX
15.0839,1937, Dec, Mexico, MEX
15.5109,1938, Jan, Mexico, MEX
16.8974,1938, Feb, Mexico, MEX
19.3193,1938, Mar, Mexico, MEX
20.325,1938, Apr, Mexico, MEX
23.2877,1938, May, Mexico, MEX
24.7399,1938, Jun, Mexico, MEX
24.6163,1938, Jul, Mexico, MEX
24.4427,1938, Aug, Mexico, MEX
23.0809,1938, Sep, Mexico, MEX
21.1724,1938, Oct, Mexico, MEX
16.8387,1938, Nov, Mexico, MEX
15.1053,1938, Dec, Mexico, MEX
14.8216,1939, Jan, Mexico, MEX
14.8758,1939, Feb, Mexico, MEX
18.5971,1939, Mar, Mexico, MEX
21.0249,1939, Apr, Mexico, MEX
23.546,1939, May, Mexico, MEX
24.9038,1939, Jun, Mexico, MEX
25.1553,1939, Jul, Mexico, MEX
